brand    , processor_number                                    , vertical_segment     , socket_supported                , base_frequency_ghz, total_cores, total_threads, tdp_w , launch_year, launch_date
AMD      , RYZEN V4728X                                        , Socket               ,                                 ,                   ,         8.0,              ,       ,      2025.0, Q1 2025
Other    , ESSGOO                                              , Mobile/EmbeddedSocket,                                 ,               1.5 ,         4.0,           4.0,       ,      2025.0, Q1 2025
Other    , FABRIKAMS XY9                                       , LaptopSocket         ,                                 ,               3.2 ,         8.0,           8.0,       ,      2025.0, Q1 2025
Apple    , FIRESTORM-M1                                        , Socket               ,                                 ,               2.1 ,         8.0,           8.0,       ,      2024.0, Q1 2024
Other    , GENERAL PURPOSE                                     , Socket               ,                                 ,                   ,         1.0,           2.0,       ,      2023.0, Q1 2023
Other    , GENERIC DT BASED SYSTEM                             , Mobile/EmbeddedSocket,                                 ,               1.5 ,         4.0,           4.0,       ,      2021.0, Q1 2021
Other    , GIADA JHS558                                        , Mobile/EmbeddedSocket,                                 ,               1.8 ,         6.0,           6.0,       ,      2023.0, Q1 2023
Other    , GOOGLE GS201                                        , Mobile/EmbeddedSocket,                                 ,               2.9 ,         8.0,           8.0,       ,      2023.0, Q1 2023
Other    , GOOGLE R11 BTWIFI EVT1.1                            , Mobile/EmbeddedSocket,                                 ,               1.1 ,         2.0,           2.0,       ,      2023.0, Q1 2023
Other    , GOOGLE TENSOR                                       , Mobile/EmbeddedSocket,                                 ,               3.8 ,         8.0,           8.0,       ,      2025.0, Q1 2025
Other    , GOOGLE TENSOR G3                                    , Mobile/EmbeddedSocket,                                 ,               2.9 ,         9.0,           9.0,       ,      2023.0, Q1 2023
Other    , GOOGLE TENSOR G4                                    , Mobile/EmbeddedSocket,                                 ,               3.1 ,         8.0,           8.0,       ,      2024.0, Q1 2024
Other    , GOOGLE TENSOR G5                                    , Mobile/EmbeddedSocket,                                 ,               3.8 ,         8.0,           8.0,       ,      2025.0, Q1 2025
Other    , GRANDSTREAM GXV3480 VIDEO PHONE                     , Mobile/EmbeddedSocket,                                 ,               2.0 ,         4.0,           4.0,       ,      2023.0, Q1 2023
Other    , HARDKERNEL ODROID-N2PLUS                            , Mobile/EmbeddedSocket,                                 ,               1.8 ,         6.0,           6.0,       ,      2022.0, Q1 2022
Other    , HAUDIO                                              , Mobile/EmbeddedSocket,                                 ,               1.5 ,         4.0,           4.0,       ,      2026.0, Q1 2026
Qualcomm , "HAYDN BASED ON QUALCOMM TECHNOLOGIES, INC SM8350"  , Mobile/EmbeddedSocket,                                 ,               2.8 ,         8.0,           8.0,       ,      2021.0, Q1 2021
Other    , HI3751                                              , Mobile/EmbeddedSocket,                                 ,               1.0 ,         4.0,           4.0,       ,      2026.0, Q1 2026
Other    , HI6210SFT                                           , Mobile/EmbeddedSocket,                                 ,               1.2 ,         8.0,           8.0,       ,      2021.0, Q1 2021
Other    , HI6250                                              , Mobile/EmbeddedSocket,                                 ,               2.1 ,         8.0,           8.0,       ,      2025.0, Q1 2025
Other    , HI6620OEM                                           , Mobile/EmbeddedSocket,                                 ,               1.8 ,         4.0,           4.0,       ,      2025.0, Q1 2025
Other    , HIGH PERFORMANCE DATACENTER V                       , Socket               ,                                 ,               2.5 ,         1.0,           1.0,       ,      2023.0, Q1 2023
Other    , HISILICON KIRIN                                     , Mobile/EmbeddedSocket,                                 ,               2.3 ,         8.0,           8.0,       ,      2026.0, Q1 2026
Other    , HISILICON KIRIN 10                                  , Mobile/EmbeddedSocket,                                 ,               2.3 ,         8.0,           8.0,       ,      2026.0, Q1 2026
Other    , HISILICON KIRIN 20                                  , Mobile/EmbeddedSocket,                                 ,               2.5 ,         8.0,           8.0,       ,      2025.0, Q1 2025
Other    , HISILICON KIRIN 659                                 , Mobile/EmbeddedSocket,                                 ,               2.4 ,         8.0,           8.0,       ,      2021.0, Q1 2021
Other    , HISILICON KIRIN 710                                 , Mobile/EmbeddedSocket,                                 ,               2.2 ,         8.0,           8.0,       ,      2025.0, Q1 2025
Other    , HISILICON KIRIN 925                                 , Mobile/EmbeddedSocket,                                 ,               1.8 ,         8.0,           8.0,       ,      2024.0, Q1 2024
Other    , HISILICON KIRIN 930                                 , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2021.0, Q1 2021
Other    , HISILICON KIRIN 935                                 , Mobile/EmbeddedSocket,                                 ,               2.2 ,         8.0,           8.0,       ,      2022.0, Q1 2022
Other    , HISILICON KIRIN 950                                 , Mobile/EmbeddedSocket,                                 ,               2.3 ,         8.0,           8.0,       ,      2021.0, Q1 2021
Other    , HISILICON KIRIN 955                                 , Mobile/EmbeddedSocket,                                 ,               2.5 ,         8.0,           8.0,       ,      2022.0, Q1 2022
Other    , HISILICON KIRIN 960                                 , Mobile/EmbeddedSocket,                                 ,               2.4 ,         8.0,           8.0,       ,      2021.0, Q1 2021
Other    , HISILICON KIRIN 970                                 , Mobile/EmbeddedSocket,                                 ,               2.4 ,         8.0,           8.0,       ,      2021.0, Q1 2021
Other    , HISILICON KIRIN 990                                 , Mobile/EmbeddedSocket,                                 ,                   ,         8.0,              ,       ,      2021.0, Q1 2021
Other    , HISILICON KIRIN710                                  , Mobile/EmbeddedSocket,                                 ,               2.2 ,         8.0,           8.0,       ,      2021.0, Q1 2021
Other    , HISILICON KIRIN810                                  , Mobile/EmbeddedSocket,                                 ,               2.3 ,         8.0,           8.0,       ,      2021.0, Q1 2021
Other    , HISILICON KIRIN820                                  , Mobile/EmbeddedSocket,                                 ,               2.4 ,         8.0,           8.0,       ,      2021.0, Q1 2021
Other    , HISILICON KIRIN9000                                 , Mobile/EmbeddedSocket,                                 ,               3.1 ,         8.0,           8.0,       ,      2021.0, Q1 2021
Other    , HISILICON KIRIN970                                  , Mobile/EmbeddedSocket,                                 ,               2.4 ,         8.0,           8.0,       ,      2021.0, Q1 2021
Other    , HISILICON KIRIN980                                  , Mobile/EmbeddedSocket,                                 ,               2.6 ,         8.0,           8.0,       ,      2021.0, Q1 2021
Other    , HISILICON KIRIN985                                  , Mobile/EmbeddedSocket,                                 ,               2.6 ,         8.0,           8.0,       ,      2021.0, Q1 2021
Other    ,                                                     , Socket               ,                                 ,               2.0 ,         4.0,           4.0,       ,      2014.0, Q1 2014
Hygon    , C86 3185                                            , DesktopSocket        ,                                 ,               2.0 ,         8.0,          16.0,  95.0 ,      2022.0, Q1 2022
Hygon    , C86 3250                                            , DesktopSocket        ,                                 ,               3.2 ,         8.0,          16.0,       ,      2023.0, Q1 2023
Hygon    , C86 3330                                            , DesktopSocket        ,                                 ,               3.0 ,         4.0,           8.0,  35.0 ,      2025.0, Q1 2025
Hygon    , C86 3350                                            , Socket               ,                                 ,               3.0 ,         8.0,          16.0,       ,      2024.0, Q1 2024
Hygon    , C86 3350E                                           , Socket               ,                                 ,               2.8 ,         8.0,          16.0,       ,      2025.0, Q1 2025
Hygon    , C86 3350M                                           , Socket               ,                                 ,                   ,         8.0,          16.0,       ,      2026.0, Q1 2026
Hygon    , C86 52XX SERIES                                     , DesktopSocket        ,                                 ,               2.0 ,         4.0,           4.0,       ,      2024.0, Q1 2024
Hygon    , C86 7255                                            , ServerSocket         ,                                 ,               2.5 ,        16.0,          16.0,       ,      2021.0, Q1 2021
Hygon    , C86-3G                                              , Socket               ,                                 ,                   ,         8.0,          16.0,       ,      2025.0, Q1 2025
Hygon    , C86-3G                                              , Socket               ,                                 ,                   ,         8.0,          16.0,       ,      2025.0, Q1 2025
Hygon    , C86-3G                                              , ServerSocket         ,                                 ,               2.5 ,         8.0,          16.0,       ,      2024.0, Q1 2024
Hygon    , C86-3G                                              , Socket               ,                                 ,                   ,         8.0,          16.0,       ,      2025.0, Q1 2025
Hygon    , C86-3G-3G                                           , Socket               ,                                 ,                   ,         8.0,          16.0,       ,      2025.0, Q1 2025
Hygon    , C86-4G                                              , Socket               ,                                 ,                   ,         8.0,          16.0,       ,      2025.0, Q1 2025
Hygon    , C86-4G                                              , Socket               ,                                 ,               2.8 ,        16.0,          32.0,       ,      2025.0, Q1 2025
Hygon    , C86-4G                                              , Socket               ,                                 ,               2.8 ,        16.0,          32.0,       ,      2025.0, Q1 2025
Hygon    , DHYANA                                              , Socket               ,                                 ,                   ,         4.0,           8.0,       ,      2025.0, Q1 2025
Other    , JLQ JR510                                           , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2022.0, Q1 2022
Other    , JMJWOA-GENERIC                                      , Socket               ,                                 ,                   ,        12.0,          12.0,       ,      2025.0, Q1 2025
Other    , KX-U6580                                            , Socket               ,                                 ,               2.5 ,         8.0,           8.0,       ,      2025.0, Q1 2025
Qualcomm , "LISA BASED QUALCOMM TECHNOLOGIES, INC. SM7325"     , Mobile/EmbeddedSocket,                                 ,               2.4 ,         8.0,           8.0,       ,      2021.0, Q1 2021
Other    , LOONGSON-3A6000                                     , Socket               ,                                 ,               2.0 ,         4.0,           8.0,       ,      2025.0, Q1 2025
Other    , M7221                                               , Mobile/EmbeddedSocket,                                 ,               1.5 ,         4.0,           4.0,       ,      2021.0, Q1 2021
Other    , MANTA                                               , Mobile/EmbeddedSocket,                                 ,               1.7 ,         2.0,           2.0,       ,      2021.0, Q1 2021
Qualcomm , "MARS BASED ON QUALCOMM TECHNOLOGIES, INC SM8350"   , Mobile/EmbeddedSocket,                                 ,               2.8 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , DIMENSITY 1000+                                     , Mobile/EmbeddedSocket,                                 ,               2.6 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , DIMENSITY 7025                                      , Mobile/EmbeddedSocket,                                 ,               2.2 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , DIMENSITY 7200-PRO                                  , Mobile/EmbeddedSocket,                                 ,               2.8 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , DIMENSITY 7300-ULTRA                                , Mobile/EmbeddedSocket,                                 ,               2.5 ,         8.0,           8.0,       ,      2024.0, Q1 2024
MediaTek , DIMENSITY 8200-ULTIMATE                             , Mobile/EmbeddedSocket,                                 ,               3.1 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , DIMENSITY 8350                                      , Mobile/EmbeddedSocket,                                 ,               3.4 ,         8.0,           8.0,       ,      2024.0, Q1 2024
MediaTek , DIMENSITY 8400-TURBO                                , Mobile/EmbeddedSocket,                                 ,               3.3 ,         8.0,           8.0,       ,      2025.0, Q1 2025
MediaTek , DIMENSITY 900                                       , Mobile/EmbeddedSocket,                                 ,               2.4 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , DIMENSITY 9200                                      , Mobile/EmbeddedSocket,                                 ,               3.4 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , DIMENSITY 9400                                      , Mobile/EmbeddedSocket,                                 ,               3.6 ,         8.0,           8.0,       ,      2025.0, Q1 2025
MediaTek , DM700                                               , Mobile/EmbeddedSocket,                                 ,               2.2 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , G70                                                 , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , G70                                                 , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , G80                                                 , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , G80                                                 , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , G80                                                 , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , G85                                                 , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , G88                                                 , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , G99 ULTIMATE                                        , Mobile/EmbeddedSocket,                                 ,               2.2 ,         8.0,           8.0,       ,      2022.0, Q1 2022
MediaTek , GOOGLE HYLIA UNPROVISIONED DESIGN AND SKU           , Mobile/EmbeddedSocket,                                 ,               3.6 ,         8.0,           8.0,       ,      2026.0, Q1 2026
MediaTek , KOMPANIO 1380                                       , Mobile/EmbeddedSocket,                                 ,               3.0 ,         8.0,           8.0,       ,      2025.0, Q1 2025
MediaTek , KOMPANIO 500                                        , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2026.0, Q1 2026
MediaTek , KOMPANIO 520-528                                    , Mobile/EmbeddedSocket,                                 ,                   ,         8.0,              ,   4.0 ,      2023.0, Q1 2023
MediaTek , KOMPANIO 540                                        , Mobile/EmbeddedSocket,                                 ,               2.6 ,         8.0,           8.0,       ,      2025.0, Q1 2025
MediaTek , KOMPANIO 838 MT8188                                 , Mobile/EmbeddedSocket,                                 ,               2.6 ,         8.0,           8.0,       ,      2025.0, Q1 2025
MediaTek , KOMPANIO ULTRA 910                                  , Mobile/EmbeddedSocket,                                 ,               3.6 ,         8.0,           8.0,       ,      2025.0, Q1 2025
MediaTek , MT6735                                              , Mobile/EmbeddedSocket,                                 ,               1.3 ,         4.0,           4.0,       ,      2021.0, Q1 2021
MediaTek , MT6737                                              , Mobile/EmbeddedSocket,                                 ,               1.4 ,         4.0,           4.0,       ,      2021.0, Q1 2021
MediaTek , MT6737M                                             , Mobile/EmbeddedSocket,                                 ,               1.1 ,         4.0,           4.0,       ,      2021.0, Q1 2021
MediaTek , MT6737T                                             , Mobile/EmbeddedSocket,                                 ,               1.4 ,         4.0,           4.0,       ,      2021.0, Q1 2021
MediaTek , MT6739                                              , Mobile/EmbeddedSocket,                                 ,               1.5 ,         4.0,           4.0,       ,      2024.0, Q1 2024
MediaTek , MT6739W                                             , Mobile/EmbeddedSocket,                                 ,               1.5 ,         4.0,           4.0,       ,      2021.0, Q1 2021
MediaTek , MT6739WA                                            , Mobile/EmbeddedSocket,                                 ,               1.3 ,         4.0,           4.0,       ,      2021.0, Q1 2021
MediaTek , MT6739WW                                            , Mobile/EmbeddedSocket,                                 ,               1.5 ,         4.0,           4.0,       ,      2021.0, Q1 2021
MediaTek , MT6750                                              , Mobile/EmbeddedSocket,                                 ,               1.5 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6750T                                             , Mobile/EmbeddedSocket,                                 ,               1.5 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6750V-WT                                          , Mobile/EmbeddedSocket,                                 ,               1.5 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6753                                              , Mobile/EmbeddedSocket,                                 ,               1.5 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6753T                                             , Mobile/EmbeddedSocket,                                 ,               1.5 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6757CD                                            , Mobile/EmbeddedSocket,                                 ,               2.4 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6757V                                             , Mobile/EmbeddedSocket,                                 ,               2.3 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6761                                              , Mobile/EmbeddedSocket,                                 ,               2.0 ,         4.0,           4.0,       ,      2023.0, Q1 2023
MediaTek , MT6761V-CAB                                         , Mobile/EmbeddedSocket,                                 ,               2.0 ,         4.0,           4.0,       ,      2023.0, Q1 2023
MediaTek , MT6761V-WBB                                         , Mobile/EmbeddedSocket,                                 ,               2.0 ,         4.0,           4.0,       ,      2021.0, Q1 2021
MediaTek , MT6761V-WD                                          , Mobile/EmbeddedSocket,                                 ,               1.8 ,         4.0,           4.0,       ,      2024.0, Q1 2024
MediaTek , MT6761V-WE                                          , Mobile/EmbeddedSocket,                                 ,               1.8 ,         4.0,           4.0,       ,      2021.0, Q1 2021
MediaTek , MT6762                                              , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6762G                                             , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6762V-CA                                          , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6762V-CB                                          , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6762V-CN                                          , Mobile/EmbeddedSocket,                                 ,               2.0 ,         4.0,           4.0,       ,      2021.0, Q1 2021
MediaTek , MT6762V-WA                                          , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6762V-WB                                          , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6762V-WD                                          , Mobile/EmbeddedSocket,                                 ,               1.8 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6762V-WR                                          , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6763V-CE                                          , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6763V-V                                           , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6765                                              , Mobile/EmbeddedSocket,                                 ,               2.3 ,         8.0,           8.0,       ,      2024.0, Q1 2024
MediaTek , MT6765G                                             , Mobile/EmbeddedSocket,                                 ,               2.3 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6765H                                             , Mobile/EmbeddedSocket,                                 ,               2.3 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6765V-CA                                          , Mobile/EmbeddedSocket,                                 ,               2.3 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6765V-CB                                          , Mobile/EmbeddedSocket,                                 ,               2.3 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6765V-WA                                          , Mobile/EmbeddedSocket,                                 ,               2.3 ,         8.0,           8.0,       ,      2024.0, Q1 2024
MediaTek , MT6765V-WB                                          , Mobile/EmbeddedSocket,                                 ,               2.3 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6765V-XBA                                         , Mobile/EmbeddedSocket,                                 ,               2.2 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6768                                              , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6768G                                             , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6768V-CA                                          , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6769                                              , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2024.0, Q1 2024
MediaTek , MT6769V-CB                                          , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2025.0, Q1 2025
MediaTek , MT6771V-C                                           , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6771V-CT                                          , Mobile/EmbeddedSocket,                                 ,               2.1 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6771V-W                                           , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6771V-WM                                          , Mobile/EmbeddedSocket,                                 ,               1.8 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6771V-WT                                          , Mobile/EmbeddedSocket,                                 ,               2.1 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6779                                              , Mobile/EmbeddedSocket,                                 ,               2.2 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6779V-CE                                          , Mobile/EmbeddedSocket,                                 ,               2.2 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6779V-CU                                          , Mobile/EmbeddedSocket,                                 ,               2.2 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6779V-CV                                          , Mobile/EmbeddedSocket,                                 ,               2.2 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6781                                              , Mobile/EmbeddedSocket,                                 ,               2.1 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6781V-CD                                          , Mobile/EmbeddedSocket,                                 ,               2.1 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6781V-CDZAMB-H                                    , Mobile/EmbeddedSocket,                                 ,               2.1 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6785                                              , Mobile/EmbeddedSocket,                                 ,               2.1 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6785V-CC                                          , Mobile/EmbeddedSocket,                                 ,               2.1 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6785V-CD                                          , Mobile/EmbeddedSocket,                                 ,               2.1 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6789V-CD                                          , Mobile/EmbeddedSocket,                                 ,               2.2 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6797                                              , Mobile/EmbeddedSocket,                                 ,               1.5 ,        10.0,          10.0,       ,      2021.0, Q1 2021
MediaTek , MT6797T                                             , Mobile/EmbeddedSocket,                                 ,               2.5 ,        10.0,          10.0,       ,      2021.0, Q1 2021
MediaTek , MT6797X                                             , Mobile/EmbeddedSocket,                                 ,               1.5 ,        10.0,          10.0,       ,      2021.0, Q1 2021
MediaTek , MT6833                                              , Mobile/EmbeddedSocket,                                 ,               2.2 ,         8.0,           8.0,       ,      2024.0, Q1 2024
MediaTek , MT6833G                                             , Mobile/EmbeddedSocket,                                 ,               2.2 ,         8.0,           8.0,       ,      2024.0, Q1 2024
MediaTek , MT6833GP                                            , Mobile/EmbeddedSocket,                                 ,               2.4 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6833P                                             , Mobile/EmbeddedSocket,                                 ,               2.4 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6833V-NZA                                         , Mobile/EmbeddedSocket,                                 ,               2.2 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6833V-PNZA                                        , Mobile/EmbeddedSocket,                                 ,               2.4 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6833V-ZA                                          , Mobile/EmbeddedSocket,                                 ,               2.2 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6853                                              , Mobile/EmbeddedSocket,                                 ,               2.4 ,         8.0,           8.0,       ,      2025.0, Q1 2025
MediaTek , MT6853T                                             , Mobile/EmbeddedSocket,                                 ,               2.4 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6853V-NZA                                         , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6853V-TNZA                                        , Mobile/EmbeddedSocket,                                 ,               2.4 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6873                                              , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2021.0, Q1 2021
MediaTek , MT6875                                              , Mobile/EmbeddedSocket,                                 ,               2.6 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6877V-TTZA                                        , Mobile/EmbeddedSocket,                                 ,               2.6 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6877V-TZA                                         , Mobile/EmbeddedSocket,                                 ,               2.5 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6879                                              , Mobile/EmbeddedSocket,                                 ,               2.5 ,         8.0,           8.0,       ,      2025.0, Q1 2025
MediaTek , MT6879V-ZA                                          , Mobile/EmbeddedSocket,                                 ,               2.5 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6879V_T-ZA                                        , Mobile/EmbeddedSocket,                                 ,               2.5 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6883Z-CZA                                         , Mobile/EmbeddedSocket,                                 ,               2.0 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6891                                              , Mobile/EmbeddedSocket,                                 ,               2.6 ,         8.0,           8.0,       ,      2024.0, Q1 2024
MediaTek , MT6891Z-CZA                                         , Mobile/EmbeddedSocket,                                 ,               2.6 ,         8.0,           8.0,       ,      2024.0, Q1 2024
MediaTek , MT6891Z_T-CZA                                       , Mobile/EmbeddedSocket,                                 ,               2.6 ,         8.0,           8.0,       ,      2024.0, Q1 2024
MediaTek , MT6891Z_Z-CZA                                       , Mobile/EmbeddedSocket,                                 ,               2.6 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6893                                              , Mobile/EmbeddedSocket,                                 ,               3.0 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6893Z_T-CZA                                       , Mobile/EmbeddedSocket,                                 ,               3.0 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6895                                              , Mobile/EmbeddedSocket,                                 ,               2.9 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6895Z-TCZA                                        , Mobile/EmbeddedSocket,                                 ,               2.9 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6895Z_A-TCZA                                      , Mobile/EmbeddedSocket,                                 ,               2.9 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6895Z_B-TCZA                                      , Mobile/EmbeddedSocket,                                 ,               2.9 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6983                                              , Mobile/EmbeddedSocket,                                 ,               3.4 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6983W-CZA                                         , Mobile/EmbeddedSocket,                                 ,               3.4 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6983Z-CZA                                         , Mobile/EmbeddedSocket,                                 ,               3.1 ,         8.0,           8.0,       ,      2024.0, Q1 2024
MediaTek , MT6989                                              , Mobile/EmbeddedSocket,                                 ,               3.3 ,         8.0,           8.0,       ,      2023.0, Q1 2023
MediaTek , MT6993                                              , Mobile/EmbeddedSocket,                                 ,               4.2 ,         8.0,           8.0,       ,      2025.0, Q1 2025
MediaTek , MT8163                                              , Mobile/EmbeddedSocket,                                 ,               1.3 ,         4.0,           4.0,       ,      2021.0, Q1 2021
MediaTek , MT8166B                                             , Mobile/EmbeddedSocket,                                 ,               2.0 ,         4.0,           4.0,       ,      2021.0, Q1 2021
MediaTek , MT8167B                                             , Mobile/EmbeddedSocket,                                 ,               1.3 ,         4.0,           4.0,       ,      2021.0, Q1 2021
MediaTek , MT8168                                              , Mobile/EmbeddedSocket,                                 ,               2.0 ,         4.0,           4.0,       ,      2023.0, Q1 2023
MediaTek , MT8168A                                             , Mobile/EmbeddedSocket,                                 ,               2.0 ,         4.0,           4.0,       ,      2021.0, Q1 2021
MediaTek , MT8168B                                             , Mobile/EmbeddedSocket,                                 ,               2.0 ,         4.0,           4.0,       ,      2023.0, Q1 2023
MediaTek , MT8173                                              , Mobile/EmbeddedSocket,                                 ,               2.1 ,         4.0,           4.0,       ,      2025.0, Q1 2025
MediaTek , MT8175B                                             , Mobile/EmbeddedSocket,                                 ,               2.0 ,         4.0,           4.0,       ,      2023.0, Q1 2023
